trialid,trialid_critical,e,e.norm,n_back,ppid,run,event.order,event.x,critical,lead,fixation_number,gte.e,gte.norm,h_max
17_FALSE_4_TRUE,17_FALSE_4_TRUE_FALSE,2.30692865894866,0.543084619614026,FALSE,17,2,2,4,FALSE,TRUE,74,0.939971791457192,0.221283055646847,4.24782543204448
17_FALSE_5_FALSE,17_FALSE_5_FALSE_FALSE,2.74882048163401,0.647112393296021,FALSE,17,2,3,5,FALSE,FALSE,212,0.901345467354497,0.212189856144978,4.24782543204448
17_FALSE_6_3,17_FALSE_6_3_TRUE,2.52604965286146,0.594668894301918,FALSE,17,2,3,6,TRUE,TRUE,137,0.968985834875531,0.228113384219077,4.24782543204448
17_FALSE_7_5,17_FALSE_7_5_TRUE,2.37058626932269,0.558070548624623,FALSE,17,2,4,7,TRUE,TRUE,138,1.01002816278048,0.237775346218583,4.24782543204448
17_FALSE_8_TRUE,17_FALSE_8_TRUE_FALSE,2.77246101670364,0.652677719707811,FALSE,17,2,4,8,FALSE,TRUE,154,0.810140076734365,0.190718778277205,4.24782543204448
17_FALSE_9_FALSE,17_FALSE_9_FALSE_FALSE,2.55684361688704,0.601918242119576,FALSE,17,2,5,9,FALSE,FALSE,197,0.860937524107441,0.202677237537295,4.24782543204448
17_TRUE_10_5,17_TRUE_10_5_TRUE,2.14827860588,0.505736085497759,TRUE,17,1,1,10,TRUE,TRUE,88,1.00827940637523,0.237363663480386,4.24782543204448
17_TRUE_1_TRUE,17_TRUE_1_TRUE_FALSE,2.39982071526239,0.564952763161775,TRUE,17,1,1,1,FALSE,TRUE,233,0.963944510067519,0.226926582904225,4.24782543204448
17_TRUE_2_3,17_TRUE_2_3_TRUE,1.85130140732486,0.435823325826699,TRUE,17,1,2,2,TRUE,TRUE,145,0.931280774642641,0.219237063655513,4.24782543204448
17_TRUE_3_TRUE,17_TRUE_3_TRUE_FALSE,2.10033667202255,0.494449855725747,TRUE,17,1,2,3,FALSE,TRUE,137,1.04269461955341,0.245465506112279,4.24782543204448
17_TRUE_4_5,17_TRUE_4_5_TRUE,1.50137858825225,0.353446395637223,TRUE,17,1,3,4,TRUE,TRUE,87,1.06963042276055,0.25180658665762,4.24782543204448
17_TRUE_5_3,17_TRUE_5_3_TRUE,2.30834091762761,0.543417085884484,TRUE,17,1,4,5,TRUE,TRUE,82,0.976282435020086,0.22983111020883,4.24782543204448
17_TRUE_6_TRUE,17_TRUE_6_TRUE_FALSE,2.50240142387226,0.589101756629357,TRUE,17,1,3,6,FALSE,TRUE,123,1.05148912794614,0.24753586152905,4.24782543204448
17_TRUE_7_FALSE,17_TRUE_7_FALSE_FALSE,2.22426023058975,0.523623267051069,TRUE,17,1,4,7,FALSE,FALSE,210,1.10656199552216,0.260500817000281,4.24782543204448
17_TRUE_8_FALSE,17_TRUE_8_FALSE_FALSE,1.72171090997819,0.405315834542082,TRUE,17,1,5,8,FALSE,FALSE,209,1.14008843605913,0.268393429602498,4.24782543204448
17_TRUE_9_TRUE,17_TRUE_9_TRUE_FALSE,1.79254251532929,0.421990626499578,TRUE,17,1,6,9,FALSE,TRUE,139,1.16072388810907,0.273251315685639,4.24782543204448
18_FALSE_1_TRUE,18_FALSE_1_TRUE_FALSE,2.12455224166787,0.500150553655243,FALSE,18,1,1,1,FALSE,TRUE,163,0.927721068565124,0.218399056977869,4.24782543204448
18_FALSE_2_TRUE,18_FALSE_2_TRUE_FALSE,2.06303371802285,0.485668196828397,FALSE,18,1,2,2,FALSE,TRUE,151,1.02845235812329,0.242112670253564,4.24782543204448
18_FALSE_3_TRUE,18_FALSE_3_TRUE_FALSE,2.18034286013312,0.513284478143849,FALSE,18,1,3,3,FALSE,TRUE,141,0.989548440625779,0.232954121221858,4.24782543204448
18_FALSE_4_3,18_FALSE_4_3_TRUE,1.96542919179696,0.462690669199887,FALSE,18,1,1,4,TRUE,TRUE,85,1.03727282581353,0.244189136867211,4.24782543204448
18_FALSE_5_FALSE,18_FALSE_5_FALSE_FALSE,1.58050596934173,0.372074134077829,FALSE,18,1,4,5,FALSE,FALSE,249,0.968397452388736,0.22797487040861,4.24782543204448
18_FALSE_6_5,18_FALSE_6_5_TRUE,1.13558279850325,0.267332736872074,FALSE,18,1,2,6,TRUE,TRUE,163,0.775080027700098,0.182465131889154,4.24782543204448
18_FALSE_7_TRUE,18_FALSE_7_TRUE_FALSE,2.44705367510525,0.576072090120587,FALSE,18,1,5,7,FALSE,TRUE,126,0.887332214880259,0.208890932331272,4.24782543204448
18_FALSE_8_3,18_FALSE_8_3_TRUE,1.66503700617727,0.391973971815477,FALSE,18,1,3,8,TRUE,TRUE,159,0.973345200807285,0.229139642477919,4.24782543204448
18_FALSE_9_5,18_FALSE_9_5_TRUE,2.08938505917954,0.491871686491109,FALSE,18,1,4,9,TRUE,TRUE,135,0.946965154295924,0.222929395156465,4.24782543204448
18_TRUE_10_5,18_TRUE_10_5_TRUE,1.28477408529139,0.302454539586159,TRUE,18,2,1,10,TRUE,TRUE,88,0.914997614171691,0.215403770425496,4.24782543204448
18_TRUE_1_FALSE,18_TRUE_1_FALSE_FALSE,1.30963310008603,0.308306713879177,TRUE,18,2,1,1,FALSE,FALSE,265,0.901402684813696,0.212203325968565,4.24782543204448
18_TRUE_2_3,18_TRUE_2_3_TRUE,0.841495889332001,0.198100393435186,TRUE,18,2,2,2,TRUE,TRUE,159,0.822569863467064,0.193644931183333,4.24782543204448
18_TRUE_3_TRUE,18_TRUE_3_TRUE_FALSE,1.83017244907126,0.430849261192543,TRUE,18,2,2,3,FALSE,TRUE,143,0.994540477713043,0.234129319489095,4.24782543204448
18_TRUE_4_5,18_TRUE_4_5_TRUE,1.504487177265,0.354178202784781,TRUE,18,2,3,4,TRUE,TRUE,171,0.973624557483197,0.229205407109819,4.24782543204448
18_TRUE_5_TRUE,18_TRUE_5_TRUE_FALSE,1.53654050042062,0.361724022091247,TRUE,18,2,3,5,FALSE,TRUE,127,0.974309806878226,0.229366724801892,4.24782543204448
18_TRUE_6_3,18_TRUE_6_3_TRUE,1.36748775953966,0.32192654369073,TRUE,18,2,4,6,TRUE,TRUE,147,1.00653764531703,0.23695362754881,4.24782543204448
18_TRUE_7_TRUE,18_TRUE_7_TRUE_FALSE,1.30378240575132,0.306929375184754,TRUE,18,2,4,7,FALSE,TRUE,141,0.890602604905893,0.209660829794798,4.24782543204448
18_TRUE_8_TRUE,18_TRUE_8_TRUE_FALSE,2.33448761944776,0.549572400465659,TRUE,18,2,5,8,FALSE,TRUE,134,0.919557784701129,0.216477301012473,4.24782543204448
18_TRUE_9_FALSE,18_TRUE_9_FALSE_FALSE,1.91433525440903,0.450662411870268,TRUE,18,2,6,9,FALSE,FALSE,196,1.0145117258378,0.238830842290408,4.24782543204448
19_FALSE_10_TRUE,19_FALSE_10_TRUE_FALSE,0.416317212199623,0.0980071377366488,FALSE,19,2,6,10,FALSE,TRUE,90,0.471682784907315,0.11104100026076,4.24782543204448
19_FALSE_1_5,19_FALSE_1_5_TRUE,1.40318918878811,0.330331180326484,FALSE,19,2,1,1,TRUE,TRUE,141,0.917655538624102,0.216029484569104,4.24782543204448
19_FALSE_2_3,19_FALSE_2_3_TRUE,0.505612597167372,0.119028572443953,FALSE,19,2,2,2,TRUE,TRUE,146,0.41175425412702,0.0969329509213947,4.24782543204448
